msg,Class,notice,vaccine,route,infected,disaster,missing
"[시흥시청] 7월 20일 13시기준 확진자 21명발생(지역발생 20명, 해외입국 1명), blog.naver.com/siheungblog/222438378100",3,0,0,0,1,0,0
"[나주시청] ▶7.16(금)~7.17(토)12:00~22:00나주중흥오투스파(사우나,찜질방,휘트니센터)를 방문하신 분은 거주지보건소에서 검사받으시기 바랍니다.",2,0,0,1,0,0,0
[거제시청] 코로나19 확진자 7명(거제611~617번)발생. 아래 링크 참고바랍니다. http://pf.kakao.com/_gigJxb/82101309,3,0,0,0,1,0,0
"[오산시청] 7월 20일 13시 기준 확진자 6명(오산5, 타지역1) 발생. 자세한 내용은 pf.kakao.com/_ubxjxdxb를 참조하시기 바랍니다.",3,0,0,0,1,0,0
"[연제구청]69~71년생 백신예약 7/20.20시~7/21.18시,인터넷(ncvr.kdca.go.kr),콜센터(665-5321, 1661-1777, 1339)",1,0,1,0,0,0,0
[서천군청]코로나19예방접종예약안내▲50-52세:20일20시~21일18시▲50-54세:21일20시~24일18시 예약(ncvr.kdca.go.kr /1339/읍면),1,0,1,0,0,0,0
"[안양시청] 7.10(토)~15(목) 새포항세꼬시물회
 (관양1동, 관악대로351) 방문자는
 거주지 관할 보건소에서 즉시 검사바랍니다
 031-8045-4490",2,0,0,1,0,0,0
"[사상구청] 50~52세(69~71년생) 예방접종 사전예약(7.20. 20시~7.21. 18시)
 콜센터 310-7940, 동행정복지센터 방문 및 인터넷 신청 가능",1,0,1,0,0,0,0
"[원주시청] 7.7.~7.15.명륜동 금석식당(치악로 1803, 남부시장 뒤 먹자골목) 이용자는 오늘 17시30분까지 보건소 선별진료소에서 검사 받으세요.",2,0,0,1,0,0,0
"[동래구] 69~71년생 코로나19 백신 예약 / 7.20. 20시~7.21. 18시/ 인터넷,모바일(ncvr.kdca.go.kr)/ 콜센터(550-4961)",1,0,1,0,0,0,0
"[군포시청] 7월 20일 14시 기준 전일 대비 확진자 8명 발생, 상세내용은 군포시 홈페이지, SNS 등 참조바랍니다. pf.kakao.com/_eDSsxb",3,0,0,0,1,0,0
"[광주광역시] 7.15.(목) 22시~24시 북구 용봉동 엔돌핀 호프(북구 운용로 95번길 9-13, 2층)에 방문하신 분은 거주지 보건소에서 검사 바랍니다.",2,0,0,1,0,0,0
"[금정구]50~52세(69~71년생) 코로나19접종예약(7.20.20시~7.21.18시)/온라인(ncvr.kdca.go.kr),콜센터(519-5820,9~18시)",1,0,1,0,0,0,0
[양양군청]21.07.13(화)~07.17(토) 알마트(양양읍 군청길 46) 방문자는 양양군보건소 앞 부스에서 검사바랍니다. (14:00~16:00까지 운영),2,0,0,1,0,0,0
"[부산시]7.20(화)코로나 확진97명(중5,서12,동4,영도2,부산진8,동래11,남11,북2,해운대6,사하3,금정8,강서4,연제7,수영4,사상4,기장1,기타5)",3,0,0,0,1,0,0
[안양시청] 7.20.(화) 11:30 기준 코로나19 신규확진자 28명 발생. url.kr/c5487l 의심증상 발현시 가까운 선별진료소에서 검사 받으세요.,3,0,0,0,1,0,0
"[청양군청] 50~52세(69~71년생) 백신접종 예약 안내(7.20.20시~7.21.18시)/온라인(ncvr.kdca.go.kr), 전화(1339, 읍면사무소)",1,0,1,0,0,0,0
"[행정안전부] 전국적으로 폭염이 지속되고 있습니다. 외출 자제, 물 마시기, 야외 활동 시 폭염 안전수칙(물, 그늘, 휴식) 준수 등 안전에 유의 바랍니다.",4,0,0,0,0,1,0
"[기장군]코로나19예방접종예약▲50~52세(69~71년생):7.20.20시~7.21.18시(ncvr.kdca.go.kr),콜센터 1661-1777,709-2800",1,0,1,0,0,0,0
[광주광역시] 7.3(토) 전국민주노동조합총연맹 주최 서울집회 참석자의 코로나 의무검사 행정명령을 발령합니다. 증상 유무와 관계없이 7.22일까지 검사바랍니다.,0,1,0,0,0,0,0
[하남시청] 7/20(화) 11시 기준 신규 확진자 17명 발생. 블로그 및 홈페이지 참고하시기 바랍니다. c11.kr/qogx,3,0,0,0,1,0,0
"[남해군청]코로나19 예방접종 예약안내▶50~52세(69~71년생)▶7.20.20시~7.24.18시▶예약 ncvr.kdca.go.kr , ☎ 860-8795~6",1,0,1,0,0,0,0
"[통영시청] 7. 17.(토) 19:30~22:00 연안장어숯불구이(도남동 소재) 방문, 현금결제 하신 분은 보건소(650-6060)에서 검사 받으시기 바랍니다.",2,0,0,1,0,0,0
[단양군청] 7.20.(화) 11:50기준. 확진자 4명 발생. 역학조사 후 홈페이지에 동선 공개하겠습니다. 증상이 있을시 보건소에서 검사를 받으시기 바랍니다.,3,0,0,0,1,0,0
[완도군청]임시선별진료소 안내▶7.20.(화) 금일읍 감목리 다목적문화복지관에서 코로나19 검사진행 중입니다. 검사가 필요한 주민들은 15:00까지 방문 검사요망,0,1,0,0,0,0,0
"[연수구청]7/20,10:30기준코로나19확진21명(1079~1099번)발생(접촉18,유증상1,무증상1,해외입국1)
 blog.naver.com/yeonsulife",3,0,0,0,1,0,0
"[울진군청]코로나19접종예약안내▲67~68년생:20일18시까지▲69~71년생:20일20시~21일18시(ncvr.kdca.go.kr ,054-789-5075~6)",1,0,1,0,0,0,0
"[수원시청] 7.9.(금)~7.12.(월) 인계동, 지동, 곡반정동, 광교2동 소재 도우미 이용 노래방 방문자는 가까운 보건소에서 코로나19 검사 바랍니다.",2,0,0,1,0,0,0
[서울시청] 07.20.(화) 00시 기준 서울시 신규 확진자 394명 발생. 자치구별 현황 및 동선 등은 bityl.co/6I7T 참고하시기 바랍니다. ☎120,3,0,0,0,1,0,0
"[제주도]삼도일동 소재 황제PC방 7/9, 7/12, 7/13 (시간대 홈페이지참고) 방문자 보건소상담 검사당부 covid19.jeju.go.kr/info.jsp",2,0,0,1,0,0,0
"[양평군청] 7월 20일 11시 기준 코로나19 확진자 2명(자가격리 중 확진) 발생, 관련 사항은 www.yp21.go.kr/corona.jsp 참고하세요.",3,0,0,0,1,0,0
"[제주도]20일 0시 기준 확진자 8명 발생(누적확진1,496명,완치1,342명,사망1명,자가격리1,273명) covid19.jeju.go.kr/info.jsp",3,0,0,0,1,0,0
[완도군청]코로나19예방접종예약안내▲55~59세(미예약):24일18시까지▲50~52세:20일20시~21일18시예약▲50~54세(미예약):21일20시~24일18시,1,0,1,0,0,0,0
"[남동구청] 7월 20일 11시 기준 확진자 7명 발생(자가격리자 3명, 감염경로 확인중 3명, 해외입국자 1명) bit.ly/32xaldz 참조",3,0,0,0,1,0,0
"[광주광역시] 7.16(금) 19시~24시 북구 운암동 팡팡노래연습장(북구 서암대로 31, 2층)에 방문하신 분은 거주지 보건소에서 검사받으시기 바랍니다.",2,0,0,1,0,0,0
"[광주광역시]7.16(금)22~24시 7.17(토)00~02시 아리아 유흥주점(북구 무등로 136, 지하1층, 신안동)에 방문하신분은 거주지보건소에서 검사바랍니다",2,0,0,1,0,0,0
"[대구광역시] 마루가요주점(달서구 구마로 252) 7/9~7/12 방문하신 분은 임시선별검사소(두류공원,국채보상공원) 및 보건소(예약)에서 검사받으시기 바랍니다.",2,0,0,1,0,0,0
"[성남시청] 7월 20일 0시기준 신규확진자 38명(수정구 6, 중원구 12, 분당구 12, 타지역 8)이 발생하였습니다. corona.seongnam.go.kr",3,0,0,0,1,0,0
"[대구광역시] 20일 0시 기준 확진자 30명 발생. 지역발생 29명(북구9,달서구7,수성구5,동구2,중구2,남구2,서구1,포항1), 해외유입 1명(동구1).",3,0,0,0,1,0,0
"[서산시청] 7월20일 11시 기준 확진자 4명 발생(377~380번/관내 접촉 4)▲식당ㆍ카페: 24시~05시까지 포장,배달만 가능 ▲유흥시설: 24시까지 영업",3,0,0,0,1,0,0
"[용인시청] 7월 20일 0시 기준 확진자 23명입니다. 기침, 발열 등 의심증상 발현시 가까운 선별진료소에서 검사 받으세요. corona.yongin.go.kr",3,0,0,0,1,0,0
"[부평구청]7월20일(화) 11시기준 확진환자 총 17명 발생(접촉6명, 자가격리7명, 가족2명, 유증상2명). 역학조사중. 방역예정. bit.ly/39SGMXI",1,0,1,0,0,0,0
"[아산시청]7월19일 확진자3명(786~788번, 가족2, 조사중1)/소상공인 사업주(종사자) 코로나19 백신접종 신청안내 7월23일까지 url.kr/tovmgh",3,0,0,0,1,0,0
"[해남군청]백신접종예약신청▲인터넷누리집▲해남군보건소콜센터(531-3994,3995,3997,3715,3764,3787,3758,3772,3794,3795,3993",1,0,1,0,0,0,0
"[광주광역시] 7.16.(금) 00시~03시 북구 운암동 아우디 노래홀(북구 북문대로 76, 지하1층)에 방문하신 분은 거주지 보건소에서 검사받으시기 바랍니다",2,0,0,1,0,0,0
"[광주광역시] 7.15.(목) 22시~24시 북구 용봉동 엔돌핀 노래연습장(북구 운용로 95번길 9-13, 2층)에 방문하신 분은 거주지 보건소에서 검사바랍니다",2,0,0,1,0,0,0
[대구광역시] 평규술집(중구 동성로 5길 70) 7/5 21:00~23:00 방문하신 분은 임시선별검사소 및 보건소(예약)에서 반드시 검사받으시기 바랍니다.,2,0,0,1,0,0,0
[완도군청]사회적거리두기2단계안내▲사적모임5인이상금지▲유흥시설24시이후운영제한▲음식점카페24시이후포장배달만▲종교시설수용인원의50% 등 방역수칙을 준수합시다.,0,1,0,0,0,0,0
"[전남도청] 69~71년생은 7.20(화)오후8시~7.21(수)오후6시까지 백신접종 예약. ▲ncvr.kdca.go.kr, 전화(1339, 120, 시군 보건소)",1,0,1,0,0,0,0
"[동두천시청] 7월 20일 0시 기준 일일 확진자 4명 발생(528~531번), 홈페이지 및 블로그 참고바랍니다. c11.kr/ddc21",3,0,0,0,1,0,0
"[대구광역시] AU노래방(단란주점)(동성로5길 62, 지하1층) 7/9 오전5~8시 방문자는 임시선별검사소 및 보건소(예약)에서 검사받으시기 바랍니다.",2,0,0,1,0,0,0
"[미추홀구청] 7월20일 10시30분 기준 코로나19 확진자 12명 발생, http://reurl.kr/198106F1CAE 참조바랍니다.",3,0,0,0,1,0,0
"[부산시]7.9(금)~7.13(화), 7.15(목) 엘리든스튜디오 롯데백화점 부산본점(가야대로772 3층)에 방문하신 분은 인근보건소에서 검사바랍니다.(소독완료)",2,0,0,1,0,0,0
"[무주군청] 코로나19 확진자 무주20번(적상면, 자가격리 중 확진), 21번(이동동선 파악 중) 발생, 타지역 방문 자제하시고 증상시 진단검사 바랍니다.",3,0,0,0,1,0,0
"[진천군청] 7월 20일 10시 기준 확진자 2명 발생 (7.19 1명, 7.20 1명). 자세한 사항은 군 홈페이지·블로그 참조바랍니다.",3,0,0,0,1,0,0
[강원도청] 7.19.(월) 도내 코로나19 확진 42명(원주8 강릉24 동해2 속초5 삼척1 홍천1<해외> 화천1)▶마스크 상시 착용 등 방역수칙 준수 당부!!,1,0,1,0,0,0,0
"[해남군청]백신접종예약▲만53~54세:~20일18시까지▲만50~52세:20일20시~21일18시까지▲인터넷누리집/보건소530-3994,3995,3997,3715",1,0,1,0,0,0,0
[의정부시청]7.14.(수) 13:50~16:00 황토방치킨(의정부제일시장 인근)방문한3명은 선별진료소에서 코로나검사를 받으시기 바랍니다(031-870-6011),2,0,0,1,0,0,0
"[금산군청] 코로나19 금산52 확진자 발생(대전거주 및 직장), 가족외에 접촉자 없음, 세부내용은 홈페이지 참고",3,0,0,0,1,0,0
"[통영시청] 7월 20일 10시 기준 확진자 1명(통영113번, 타지역 접촉)발생 / 역학조사및 이동동선 파악중/ 확진자 현황은 시홈페이지를 참고하시기 바랍니다.",3,0,0,0,1,0,0
"[해운대구] 백신예약방법
 1. 온라인(ncvr.kdca.go.kr)
 2. 콜센터:1339(질병청), 1661-1777(부산시), 749-4790(해운대구)",1,0,1,0,0,0,0
"[해운대구] 백신예약방법
 1. 온라인(ncvr.kdca.go.kr)
 2. 콜센터:1339(질병청), 1661-1777(부산시), 749-4790(해운대구)",1,0,1,0,0,0,0
"[해운대구]백신예약일정
 67~68년생 7.19 20시~7.20 18시
 69~71년생 7.20 20시~7.21 18시
 67~71년생 7.21 20시~7.24 18시",1,0,1,0,0,0,0
"[경상북도청] 7/4(일)~7/17(토) 나우 유흥주점(구미시 송원서로 6길 59, 원평동) 방문자는 가까운 선별진료소에서 신속히 코로나19 검사바랍니다.",2,0,0,1,0,0,0
[완주군청] 7월 20일 0시 기준 확진자 1명 발생(경기도 거주자) / 발생정보 pf.kakao.com/_dpxmcl 참고 / 기본방역수칙 준수바랍니다,3,0,0,0,1,0,0
"[경북도청] 7/1(목)~7/17(토) 룰루랄라 유흥주점(구미시 송원서로 8길 45, 원평동) 방문자는 가까운 선별진료소에서 신속히 검사 받으시기 바랍니다.",2,0,0,1,0,0,0
"[수원시청] 7월 20일 10시 기준, 수원 확진자 33명 발생. 기침, 발열 등 의심증상 있으면 가까운 선별진료소에서 검사받으세요. me2.kr/vidit",3,0,0,0,1,0,0
"[전주시청]7.20(화) 현재기준 4명 발생(전일 3명 / corona.jeonju.go.kr)
 나와 내가족의 안전을 위해 강화된거리두기에 적극 동참하여 주십시오",3,0,0,0,1,0,0
"[세종시청] 7월20일 0시 확진자 13명(642~654) 발생. 확진자 관련(가족7, 접촉1, 타지역1), 대전학원관련3, 조사중1. 자세한사항 시홈페이지 참고",3,0,0,0,1,0,0
"[울산광역시]임시선별검사소 안내 ▲문수경기장(평일 9~20시, 주말 9~17시) ▲종합운동장, 동구국민체육센터, 농소운동장(평일 9~17시, 주말 미운영)입니다.",0,1,0,0,0,0,0
"[행정안전부] 오늘 10시00분 폭염경보, 최고 35도 이상, 야외활동 자제, 충분한 물마시기 등 건강에 유의바랍니다",4,0,0,0,0,1,0
"[대구광역시] 오미제주갈치(북구 원대로 19길 8) 7/14,7/16 11~12시 방문하신 분은 임시선별검사소 및 보건소(예약)에서 검사받으시기 바랍니다.",2,0,0,1,0,0,0
"[강릉시청]어제 확진자 총 24명 발생, 7.11일 이후 관내 마사지업소 출입자 및 외국인 마사지 이용자분(출장 포함)은 금일중 즉시 검사바랍니다.",3,0,0,0,1,0,0
"[천안시청] 확진자 10명[관내접촉2, 타지역관련4, 해외입국1, 조사중3] 조금이라도 이상증세가 있다면 즉시 검사바랍니다.",3,0,0,0,1,0,0
"[고양시청]7.19.(월) 일일확진자23명(덕양구13,일산동구4,일산서구4,타지역거주2)타지역확진 고양시민3명 https://han.gl/iMmgw 참조바랍니다.",3,0,0,0,1,0,0
[경주시청]건천탕 확진자 다수발생으로 7.1(목)~7.20(화)까지 건천탕(남탕)이용자는 증상유무 관계없이 검사바랍니다. ※보건소 선별진료소 운영시간:10~16시,2,0,0,1,0,0,0
[창원시청] 7월 19일 확진자 19명 발생. (창원1123~1141 ▲의창구1 ▲성산구3 ▲마산합포구1 ▲마산회원구5 ▲진해구4 ▲타지역2 ▲격리중3),3,0,0,0,1,0,0
"[포항시청]50~52세(69~71년생) 코로나19 예방접종 사전예약 오늘(20일) 20시 시작
 온라인(ncvr.kdca.go.kr), 전화(1339) 예약 가능",1,0,1,0,0,0,0
"[함양군청] 7.20.(화) 확진자 1명 발생 
 ▷동선 및 접촉자 추적중
 ▷방역수칙 준수 및 타지역 방문 자제
 ▷증상 의심시 가까운 선별진료소에서 검사바랍니다.",3,0,0,0,1,0,0
"[충북도청]19일 0시기준, 확진자 44명(청주5, 충주1, 제천6, 영동4, 증평2, 진천1, 음성14, 단양11)발생, 증상관계없이 보건소 무료검사 가능합니다",3,0,0,0,1,0,0
[여수시청] 7.20.(화) 08:00 기준 12명 집단발생(여천초 병설유치원)/확진자와 동선이 겹치는 경우 검사 후 결과확인 전까지 이동 중지 바랍니다.,3,0,0,0,1,0,0
"[고성군청]7.20.09시기준,확진자3명(고성34~36번)발생▲고성34번은 동선 및 역학조사 진행중입니다.▲고성35,36번은 해외입국자로 별도 이동동선없습니다.",3,0,0,0,1,0,0
"[순창군청]50~52세(69~71년) 예방접종 사전예약이 7.20일(화)20시부터 시작합니다. http://ncvr.kdca.go.kr 650-5994,5995",1,0,1,0,0,0,0
"[양주시청] 7월 20일 00시 기준, 확진자 7명 발생(양주시719~725번). 관련정보는 홈페이지 및 블로그 참고바랍니다. http://c11.kr/o1wn",3,0,0,0,1,0,0
[순창군청]7.20(화) 순창 확진자 1명 발생(133번) 광주확진자 접촉/ 이동경로 파악 완료 접촉자 확인중/ 타지역 방문.지인 만남을 자제하여 주시기 바랍니다,3,0,0,0,1,0,0
[파주시청] 7월 20일 0시 기준 확진자 3명 발생(1380~1382번). 홈페이지 및 블로그 vo.la/DVULs 참조바랍니다.,3,0,0,0,1,0,0
"[영암군청] 사회적거리두기 2단계(7.19.~8.1.)▶사적모임: 4명까지▶유흥시설: 밤12시까지▶식당,카페: 밤12시부터는 포장배달만▶수도권방문자 진단검사 권고",0,1,0,0,0,0,0
[영암군청] 코로나19 예방접종 예약▲53-54세:~20일18시까지▲50-52세:20일20시~21일18시까지 예약( ncvr.kdca.go.kr /1339/읍면),1,0,1,0,0,0,0
"[김해시청]
 
 서부건강지원센터(장유) 임시선별검사소 운영(~7.25.까지)
 
 평일(오후) 14~17시(16시 접수마감)
 
 주말 9~13시(12시 접수마감)",0,1,0,0,0,0,0
"[울산광역시] 7.20. 0시 기준 코로나19 확진자 9명(중1, 남3, 동3, 북2) ▲경남권 확진자 증가 ▲유흥주점 접객원, 주 1회 반드시 검사바랍니다.",3,0,0,0,1,0,0
"[경북도청]7월20일 0시 기준 신규확진자 19명(경산2,포항1,구미4,경주7<해외유입6>,칠곡2,상주1,영천1,고령1)발생, 자세한 내용은 시군 홈페이지 게재",3,0,0,0,1,0,0
"[전남도청] 7.19(월) 24시기준 확진자 9명(목포3,여수3,화순1,무안1/해외1)▲사적모임 4명까지▲타지역 확진자와 접촉 감염이 대부분(40%), 주의하세요",3,0,0,0,1,0,0
[고성군청]7.14.(수)11:30~12:40 회화면 황토메기탕 참게탕 방문자 및 7.11.(일)고성읍 우성숯불갈비 방문자는 고성군 선별진료소에서 방문검사바랍니다,2,0,0,1,0,0,0
[제천시청]7. 20.(화) 08:30 현재. 확진자 1명 발생(소백산국립공원 관련 접촉자). 확진자의 접촉자는 모두 음성. 역학조사결과는 홈페이지에 공개합니다.,3,0,0,0,1,0,0
"[목포시청] 7/20(화) 8시 기준, 신규확진자4명(자가격리 중 3, 해외입국 1) 발생. 수도권 및 타지역 방문자 보건소 선별진료소에서 검사바랍니다.",3,0,0,0,1,0,0
[광주광역시] 7.20일 0시기준 확진자 25명 발생. 21명의 동선 및 접촉자 조사중. 4명은 자가격리중 확진되어 동선 없음 https://c11.kr/moaz,3,0,0,0,1,0,0
"[군산시청]
 ▲7/20(화)08시기준 전일8명 확진자발생(320~327)
 ▲확진자접촉자6,조사중2
 ▲지역감염 확산방지 위해 강화된 거리두기에 적극 동참 바랍니다.",3,0,0,0,1,0,0
"[여수시청]7.19.24:00 기준 총 3명 발생(유증상2, 자가격리해제1)/변이바이러스 전파 위험이 있으니 마스크 착용 철저바랍니다.",3,0,0,0,1,0,0
[화순군청] 7.19.(월) 24시 기준 확진자 1명 발생(화순91번). 유증상자로 감염경로는 조사중입니다. ▶타지역 방문·지인 만남을 자제하여 주시기 바랍니다.,3,0,0,0,1,0,0
"[통영시청] 오늘부터 28일까지 거리두기 3단계적용 / 5인이상 사적모임 금지 / 유흥·단란주점,노래연습장,목욕탕,식당,카페 등 22시까지만 영업 가능.",0,1,0,0,0,0,0
"[보령시청] 7월19일(월) 21:15 기준 보령시 신규 확진자 2명 발생(보령시 170번 접촉자, 자가격리중) 자세한 사항은 vo.la/onM84 참고바랍니다.",3,0,0,0,1,0,0
"[나주시청] ※예약방법: 온라인 누리집 ,콜센터1339,보건소061- 339-2100",1,0,1,0,0,0,0
[나주시청]예방접종 사전예약안내 ▶67~68년생 7.19(월)20시~7.20(화)18시▶69~71년생 7.20(화)20시~7.21(수)18시,1,0,1,0,0,0,0
[무안군청] 7월 19일(월) 20시 기준 확진자 1명(무안48번) 자가 격리 중 확진. △수도권 등 확진자 급증지역 방문자제 바랍니다.,3,0,0,0,1,0,0
"[나주시청] ▶62~71년생 7.21(수)20시~7.24(토)18시 ※예약방법: 온라인 누리집 ,콜센터1339,보건소 339-2100/4842~4844",1,0,1,0,0,0,0
[나주시청] 예방접종 사전예약안내 ▶67~68년생 7.19(월)20시~7.20(화)18시▶69~71년생 7.20(화)20시~7.21(수)18시,1,0,1,0,0,0,0
"[충주시청] 7월19일, 확진자 1명 발생(타지역 확진자의 접촉자). 동선 https://pf.kakao.com/_MxhIjT/82084657 참고바랍니다.",3,0,0,0,1,0,0
[광주광역시]50∼52세(69∼71년생) 코로나19 예방접종 대상자는 7.20일 20시~ 21일 18시까지 예약하세요. https://ncvr.kdca.go.kr,1,0,1,0,0,0,0
"[고흥군청] 67~68년생은 7.19(월)오후8시~20(화)오후6시까지 백신접종 예약하세요. ▲온라인/전화(830-4614~5,4618~9)",1,0,1,0,0,0,0
[도봉구청] 53~54세(1967~1968년생) 코로나19 백신접종 예약이 7월 19일 오늘 저녁 8시~20일 저녁 6시 진행됩니다. ncvr.kdca.go.kr,1,0,1,0,0,0,0
"[남양주시청] 7.19.(월) 남양주시 주민 16명(타지역 확진 2명 포함) 코로나19 확진. 방역사항은 홈페이지, 블로그 참고바랍니다. c11.kr/qnq7",3,0,0,0,1,0,0
[Geoje]외국인_COVID-19 pre-inspection test for foreign workers in Geoje https://url.kr/nr4ckm,0,1,0,0,0,0,0
[거제시청]거제시거주 외국인근로자 코로나19선제검사 실시/일시:7.20(화)~7.21(수) 09:30~17:30/장소:거제시체육관 뒤편 탁구장(계룡로11길 35),0,1,0,0,0,0,0
"[창원시청] 7.14.(수) 13:30~14:30 일미식당(진해구 제황로80번길2-7, 방역완료) 방문자는 관할보건소에서 전화 예약 후 검사받으시기 바랍니다.",2,0,0,1,0,0,0
"[곡성군청]백신예약
 ▲67-68년생 19일 20시~20일18시
 ▲69-71년생 20일 20시~21일18시
 ▲온라인(ncvr.kdca.go.kr_),전화(1339)",1,0,1,0,0,0,0
"[서울시청] 코로나19 검사 가기전에 선별진료소의 혼잡도와 예상대기시간을 스마트서울맵에서 확인하세요! 네이버, 다음에서 “스마트서울맵” 검색 ☎120",0,1,0,0,0,0,0
"[함평군청] 백신접종예약 67~68년생 7.19(월)20시~7.20(화)18시, 인터넷, 보건소콜센터(320-2440~2441,320-2420~2422)예약가능",1,0,1,0,0,0,0
"[의정부시청]7월 19일 18시 기준, 일일확진자 12명 발생(1823~1834번) 홈페이지 및 블로그 https://c11.kr/joao 참고 바랍니다.",3,0,0,0,1,0,0
[경남도청] ▲ 델타변이 지속발생 ▲ 방역수칙 준수 ▲ 증상 의심 시 가까운 보건소에서 예약 후 코로나19 검사하시기 바랍니다.,0,1,0,0,0,0,0
"[전남경찰청] 여수시 덕충동에서 실종된 최미양씨(여, 28세)를 찾고 있습니다 - 152cm, 45kg, 청색남방, 갈색바지
 vo.la/IPs73 / ☎182",5,0,0,0,0,0,1
[진주시청] 53~54세(67~68년생) 코로나 예방접종 사전예약 : 7.19. 20시 ~ 7.20. 18시 ▲ 누리집 ncvr.kdca.go.kr 예약,1,0,1,0,0,0,0
[영천시청]53~54세(67~68년생)코로나19예방접종 사전예약/7.19(월)20시~7.20(화)18시/339-7640~3/인터넷예약ncvr.kdca.go.kr,1,0,1,0,0,0,0
[경기남부경찰청] 시민 여러분의 관심과 제보로 경찰은 실종된 이정두씨를 안전하게 발견했습니다. 감사합니다.,5,0,0,0,0,0,1
[서구청]백신예약/67~68년생 7.19 20시~7.20 18시/69~71년생 7.20 20시~7.21 18시/ ncvr.kdca.go.kr /290-5346~9,1,0,1,0,0,0,0
"[통영시청]거리두기 3단계 격상(7.20.(화) 00시~7.28.(수) 24시)/5인이상 모임금지/식당,카페,유흥주점,노래연습장 등은 22시까지만 운영가능합니다.",0,1,0,0,0,0,0
"[장성군청] 67~68년생 예방접종 예약▲7.19(월) 20시~7.20(화) 18시▲ ncvr.kdca.go.kr,콜센터(9시-18시) 1339, 390-7575",1,0,1,0,0,0,0
"[밀양시청] 7월19일(월)18시 코로나19 확진자 3명 발생(밀양133~135번, 타지역 확진자 접촉)마스크착용 철저, 증상 의심 시 코로나검사 바랍니다.",3,0,0,0,1,0,0
"[진주시청]사회적거리두기3단계 격상(7.20.~7.26.) ▲5인이상 사적모임금지 ▲행사,집회 50명미만 ▲유흥시설,노래연습장 등 다중이용시설 22시까지 운영제한",0,1,0,0,0,0,0
"[장수군청]코로나19접종(67~68년생)사전예약/온라인 ncvr.kdca.go.kr (7.19. 20시부터)/콜센터 350-1561,2744(09시~18시)",1,0,1,0,0,0,0
"[연천군청] 7월 19일 코로나19 18시 기준 일일 확진자 발생 3명(연천군민 98~100번), 관련정보는 블로그 참조 바랍니다. url.kr/3euxdv",3,0,0,0,1,0,0
"[전남경찰청] 여수시 학동에서 실종된 손용식씨(남, 42세)를 찾습니다 - 175cm, 70kg, 검정반팔티, 흰바탕검정무늬바지
 vo.la/oZ5TH / ☎182",5,0,0,0,0,0,1
"[담양군청]백신예약 ▲67-68년생 19일 20시~20일 18시 ▲69-71년생 20일 20시~21일 18시▲온라인(ncvr.kdca.go.kr),전화(1339)",1,0,1,0,0,0,0
"[이천시청] 7월 19일 확진자 3명 발생(자가격리 중 확진2, 유증상개별검사1) 자세한 내용은 홈페이지(icheon.go.kr) 및 블로그 참조바랍니다.",3,0,0,0,1,0,0
[인천서구청] 7월 19일 17시 기준 확진환자 15명 발생. vo.la/9fY4y 참조바랍니다.,3,0,0,0,1,0,0
[평택시] 7.13(화) / 7.15(목) 돈천년 포승점 방문자는 가까운 선별진료소에서 코로나 검사를 받으시기 바랍니다.,2,0,0,1,0,0,0
[남원시청]67~68년생 코로나19접종사전예약▲7.19일20시~7.20일18시▲온라인 ncvr.kdca.go.kr 및 전화(09~18시/625-1339/읍면동),1,0,1,0,0,0,0
[창원시청] 7.15.(목) 11:30~12:40 중앙동 하롱베이(성산구 중앙대로61번길 4) 방문자는 관할보건소에서 전화 예약 후 검사받으시기 바랍니다.,2,0,0,1,0,0,0
"[노원구청] 만53~54세(1967~1968년생 대상) 코로나 백신접종 예약이 7월19일 오늘저녁 8시에 시작됩니다.
 예약 홈페이지: ncvr.kdca.go.kr",1,0,1,0,0,0,0
"[대전광역시] 오늘 18시 기준, 44명 추가 발생.(동7, 중5, 서26, 유성3, 대덕3). 자세한 사항은 홈페이지 참조.
 (참고)어제 하루 총 83명 발생.",3,0,0,0,1,0,0
"[화성시청] 7월19일 18시 현재, 확진자 19명(화성 1948~1966번) 발생하였습니다. 상세내용은 hscity.go.kr/crn.do 참조",3,0,0,0,1,0,0
"[부천시청] 7월 19일(월) 18:00기준 코로나19확진자 20명 발생, 세부내용은 블로그 참조하시기 바랍니다
 blog.naver.com/bucheon-city",3,0,0,0,1,0,0
"[여주시청] 7월 19일 18시 기준, 전일 대비 확진자 1명(428번) 발생. 관련정보는 시청홈페이지를 참고하시기 바랍니다. ☞ yeoju.go.kr",3,0,0,0,1,0,0
[영도구청]53~54세(67~68년생) 7.19(월) 20시부터온라인(ncvr.kdca.go.kr)백신예약(콜센터평일 09~18시운영 051-419-6251~9),1,0,1,0,0,0,0
"[강진군청] 백신접종 예약 
 -67~68년생 7.19.(월) 20시~7.20.(화)18시
 -69~71년생 7.20.(화) 20시~7.21.(수)18시",1,0,1,0,0,0,0
"[진도군청] 코로나19 예방접종예약바랍니다.
 ▲인터넷(누리집), 질병청(1339), 보건소 콜센터(540-6059. 6060)",1,0,1,0,0,0,0
"[진도군청] 
 ▲67~68년생 7.19.(월) 오후 8시~7.24.(토) 오후 6시
 ▲69~71년생 7.20.(화) 오후 8시~7.24.(토) 오후 6시까지",1,0,1,0,0,0,0
